,features
912,"{
  ""features"": [
    {
      ""categoria"": ""Swimsuits"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Multiple Colors"",
      ""marca"": ""Tempt Me""
    }
  ]
}"
913,"{
  ""features"": [
    {
      ""categoria"": ""Table Lamp"",
      ""material"": ""Metal"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Bronze, Beige"",
      ""marca"": ""Barnes and Ivy""
    }
  ]
}"
914,"{
  ""features"": [
    {
      ""categoria"": ""Ebike Conversion Kit"",
      ""material"": ""Não encontrado"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""BAFANG""
    }
  ]
}"
915,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""laranja, camuflagem"",
      ""marca"": ""Country Life""
    }
  ]
}"
916,"{
  ""features"": [
    {
      ""categoria"": ""Stuffed Animal Storage Bean Bag Chair"",
      ""material"": ""Canvas"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Grey with White Arrows"",
      ""marca"": ""Jorbest""
    }
  ]
}"
917,"{
  ""features"": [
    {
      ""categoria"": ""Portable Charger"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""TG90""
    }
  ]
}"
918,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Não encontrado""
    }
  ]
}"
919,"{
  ""features"": [
    {
      ""categoria"": ""Fitness equipment"",
      ""material"": ""EVA foam and ABS plastic"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Live Infinitely""
    }
  ]
}"
920,"{
  ""features"": [
    {
      ""categoria"": ""Yarn"",
      ""material"": ""Acrylic"",
      ""handmade"": ""Yes"",
      ""cor"": ""Grey"",
      ""marca"": ""Chunky Knit Yarn""
    }
  ]
}"
921,"{
  ""features"": [
    {
      ""categoria"": ""Shorts"",
      ""material"": ""Denim"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Rela Bota""
    }
  ]
}"
922,"{
  ""features"": [
    {
      ""categoria"": ""Jacket"",
      ""material"": ""HellyTech Performance 2 ply fabrication"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Helly Hansen""
    }
  ]
}"
923,"{
  ""features"": [
    {
      ""categoria"": ""Acessórios para Airpods"",
      ""material"": ""Organic Silica Gel"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Black"",
      ""marca"": ""FONY""
    }
  ]
}"
924,"{
  ""features"": [
    {
      ""categoria"": ""Body+Hair Beauty Oil"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""BUTTER ELIXIR""
    }
  ]
}"
925,"{
  ""features"": [
    {
      ""categoria"": ""Adult Costume"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Adulto"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""InCharacter""
    }
  ]
}"
926,"{
  ""features"": [
    {
      ""categoria"": ""Party Supplies"",
      ""material"": ""Plastic"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Clear, Silver"",
      ""marca"": ""Wilton""
    }
  ]
}"
927,"{
  ""features"": [
    {
      ""categoria"": ""Proteína em pó"",
      ""material"": ""Proteína de ervilha"",
      ""Público-alvo"": ""Mulheres e homens"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Vega""
    }
  ]
}"
928,"{
  ""features"": [
    {
      ""categoria"": ""lingerie"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""verde"",
      ""marca"": ""SweatyRocks""
    }
  ]
}"
929,"{
  ""features"": [
    {
      ""categoria"": ""Astringente"",
      ""material"": ""Therapeutic extracts of the witch hazel plant"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Humphreys""
    }
  ]
}"
930,"{
  ""features"": [
    {
      ""categoria"": ""CPU Cooler"",
      ""material"": ""Copper (base and heat-pipes), aluminium (cooling fins), soldered joints & nickel plating"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Brown"",
      ""marca"": ""Noctua""
    }
  ]
}"
931,"{
  ""features"": [
    {
      ""categoria"": ""Waist Trainer"",
      ""material"": ""Latex-Free Neoprene"",
      ""Público-alvo"": ""Adulto"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""TOOVREN""
    }
  ]
}"
932,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Gold Plated, Swarovski Crystals"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Gold, Marine"",
      ""marca"": ""Catherine Popesco""
    }
  ]
}"
933,"{
  ""features"": [
    {
      ""categoria"": ""Acessórios de decoração"",
      ""material"": ""Cerâmica"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Azul"",
      ""marca"": ""Artesanato Brasil""
    }
  ]
}"
934,"{
  ""features"": [
    {
      ""categoria"": ""Phone Cover Case"",
      ""material"": ""Hard PC Soft TPU"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Crystal Clear"",
      ""marca"": ""LeYi""
    }
  ]
}"
935,"{
  ""features"": [
    {
      ""categoria"": ""Garrafa de água"",
      ""material"": ""Tritan"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Vibrant colors"",
      ""marca"": ""Fidus""
    }
  ]
}"
936,"{
  ""features"": [
    {
      ""categoria"": ""Roupa Infantil"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""infantil"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Disney""
    }
  ]
}"
937,"{
  ""features"": [
    {
      ""categoria"": ""Acessório"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Dark mint"",
      ""marca"": ""Halo Band""
    }
  ]
}"
938,"{
  ""features"": [
    {
      ""categoria"": ""Spa Water Clarifier"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""SpaGuard""
    }
  ]
}"
939,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Hanes""
    }
  ]
}"
940,"{
  ""features"": [
    {
      ""categoria"": ""Jewelry"",
      ""material"": ""925 Sterling Silver"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Silver"",
      ""marca"": ""Suxerlry""
    }
  ]
}"
941,"{
  ""features"": [
    {
      ""categoria"": ""Decorative Serving Tray"",
      ""material"": ""solid black walnut wood and solid copper"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Beautiful chocolate brown"",
      ""marca"": ""MAGIGO""
    }
  ]
}"
942,"{
  ""features"": [
    {
      ""categoria"": ""Headphones"",
      ""material"": ""Metal, Eco Leather, Cloud Foam"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Neon colors, Black"",
      ""marca"": ""JLab""
    }
  ]
}"
943,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""From the manufacturer""
    }
  ]
}"
944,"{
  ""features"": [
    {
      ""categoria"": ""Ferramentas Automotivas"",
      ""material"": ""Aço e Alumínio"",
      ""Público-alvo"": ""Profissional"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""OTC""
    }
  ]
}"
945,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""preto"",
      ""marca"": ""Não encontrado""
    }
  ]
}"
946,"{
  ""features"": [
    {
      ""categoria"": ""Home Fragrance"",
      ""material"": ""Natural lavender buds"",
      ""handmade"": ""Sim"",
      ""cor"": ""Natural"",
      ""marca"": ""June Fox""
    }
  ]
}"
947,"{
  ""features"": [
    {
      ""categoria"": ""Video game"",
      ""material"": ""Não encontrado"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""EA Sports""
    }
  ]
}"
948,"{
  ""features"": [
    {
      ""categoria"": ""Flip Flop"",
      ""material"": ""Croslite foam"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Crocs""
    }
  ]
}"
949,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Dark Grey"",
      ""marca"": ""Lexora""
    }
  ]
}"
950,"{
  ""features"": [
    {
      ""categoria"": ""Acessórios para carro"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Preto"",
      ""marca"": ""Tesla""
    }
  ]
}"
951,"{
  ""features"": [
    {
      ""categoria"": ""writing instruments"",
      ""material"": ""wood"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""yellow"",
      ""marca"": ""DIXON Ticonderoga""
    }
  ]
}"
952,"{
  ""features"": [
    {
      ""categoria"": ""UPS Battery Backup"",
      ""material"": ""Não encontrado"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""APC""
    }
  ]
}"
953,"{
  ""features"": [
    {
      ""categoria"": ""Broad heads"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Yellow"",
      ""marca"": ""Rage""
    }
  ]
}"
954,"{
  ""features"": [
    {
      ""categoria"": ""LED Light Bulb"",
      ""material"": ""Nickel plated Aluminum"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Daylight white 5000K"",
      ""marca"": ""YukiHalu""
    }
  ]
}"
955,"{
  ""features"": [
    {
      ""categoria"": ""Portable Blender"",
      ""material"": ""Clear Tritan blend container, ABS housing"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""NutriChef""
    }
  ]
}"
956,"{
  ""features"": [
    {
      ""categoria"": ""Cosméticos"",
      ""material"": ""Plástico"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Branco"",
      ""marca"": ""Não encontrado""
    }
  ]
}"
957,"{
  ""features"": [
    {
      ""categoria"": ""Alimentos"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Bahlsen""
    }
  ]
}"
958,"{
  ""features"": [
    {
      ""categoria"": ""Emergency Safety"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Orange"",
      ""marca"": ""Be Ready""
    }
  ]
}"
959,"{
  ""features"": [
    {
      ""categoria"": ""Picnic Blanket and Beach Blanket"",
      ""material"": ""600D Oxford Polyester Fabric and Waterproof PVC"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Blue/Orange, Red Tones, Orange Tones, Fuscia Tones, Dark Tones"",
      ""marca"": ""LIVN LIFE""
    }
  ]
}"
960,"{
  ""features"": [
    {
      ""categoria"": ""Baking Utensils"",
      ""material"": ""Beech Wood"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Natural"",
      ""marca"": ""GIFBERA""
    }
  ]
}"
961,"{
  ""features"": [
    {
      ""categoria"": ""Wireless Earbuds"",
      ""material"": ""Liquid silicone"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Black"",
      ""marca"": ""AOPOY""
    }
  ]
}"
962,"{
  ""features"": [
    {
      ""categoria"": ""Makeup Organizer"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Grey"",
      ""marca"": ""JULY'S SONG""
    }
  ]
}"
963,"{
  ""features"": [
    {
      ""categoria"": ""Creme para os olhos"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""L'Oreal Paris""
    }
  ]
}"
964,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Briggs New York""
    }
  ]
}"
965,"{
  ""features"": [
    {
      ""categoria"": ""Acessórios de áudio"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Preto"",
      ""marca"": ""Rockford Fosgate""
    }
  ]
}"
966,"{
  ""features"": [
    {
      ""categoria"": ""Phone Case"",
      ""material"": ""Liquid Glitter"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Gradient Pink Aqua"",
      ""marca"": ""ZASE""
    }
  ]
}"
967,"{
  ""features"": [
    {
      ""categoria"": ""Set of 4 Tires"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Road Crew Tires""
    }
  ]
}"
968,"{
  ""features"": [
    {
      ""categoria"": ""Conexões e reduções de tubulação"",
      ""material"": ""Aço inoxidável"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Horiznext""
    }
  ]
}"
969,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Salt & Camembert cheese, Edible oils and fats, flour, lactose, sugar, egg whites, skim milk powder, cheese powder, cocoa butter, milk, fermented butter, butter oil, salt, liquor, emulsifying agents, leavening agent, sorbitol, fragrances, Honey & gorgonzola cheese"",
      ""Público-alvo"": """
970,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Sidi Shoes""
    }
  ]
}"
971,"{
  ""features"": [
    {
      ""categoria"": ""Votive Candle Holder"",
      ""material"": ""Mercury Glass"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Speckled Aqua"",
      ""marca"": ""Just Artifacts""
    }
  ]
}"
972,"{
  ""features"": [
    {
      ""categoria"": ""Camping fan with LED Lantern"",
      ""material"": ""ABS+PP"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Black"",
      ""marca"": ""BusyPiggy""
    }
  ]
}"
973,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""algodão"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""azul"",
      ""marca"": ""Não encontrado""
    }
  ]
}"
974,"{
  ""features"": [
    {
      ""categoria"": ""T-shirt"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Marine Devil Dog""
    }
  ]
}"
975,"{
  ""features"": [
    {
      ""categoria"": ""Jóias"",
      ""material"": ""Prata"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Cristal"",
      ""marca"": ""Disney""
    }
  ]
}"
976,"{
  ""features"": [
    {
      ""categoria"": ""Real Estate Sold Sign"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""WhatSign""
    }
  ]
}"
977,"{
  ""features"": [
    {
      ""categoria"": ""Loop Case"",
      ""material"": ""Premium materials"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Marble Stone Design"",
      ""marca"": ""Omio""
    }
  ]
}"
978,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Não encontrado""
    }
  ]
}"
979,"{
  ""features"": [
    {
      ""categoria"": ""Suspensão"",
      ""material"": ""Não encontrado"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""MOOG""
    }
  ]
}"
980,"{
  ""features"": [
    {
      ""categoria"": ""Futon Cover Set"",
      ""material"": ""Microsuede"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Berry Berry"",
      ""marca"": ""Blazing Needles""
    }
  ]
}"
981,"{
  ""features"": [
    {
      ""categoria"": ""Shorts Set"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""infantil"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""DKNY""
    }
  ]
}"
982,"{
  ""features"": [
    {
      ""categoria"": ""Bebida"",
      ""material"": ""Não encontrado"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""LOTTE""
    }
  ]
}"
983,"{
  ""features"": [
    {
      ""categoria"": ""Pipe Fitting"",
      ""material"": ""Iron"",
      ""Público-alvo"": ""Não encontrado"",
      ""cor"": ""Dark Gray"",
      ""marca"": ""Brooklyn Pipe""
    }
  ]
}"
984,"{
  ""features"": [
    {
      ""categoria"": ""Não encontrado"",
      ""material"": ""Não encontrado"",
      ""handmade"": ""Não encontrado"",
      ""cor"": ""Não encontrado"",
      ""marca"": ""Não encontrado""
    }
  ]
}"
